,property,pset,templatetype,measuretype
263,IsWaterStorageHeater,Pset_BoilerTypeCommon,P_SINGLEVALUE,IFCBOOLEAN
264,PartialLoadEfficiencyCurves,Pset_BoilerTypeCommon,P_TABLEVALUE,IFCPOSITIVERATIOMEASURE
265,OutletTemperatureRange,Pset_BoilerTypeCommon,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
266,NominalEnergyConsumption,Pset_BoilerTypeCommon,P_SINGLEVALUE,IFCPOWERMEASURE
267,EnergySource,Pset_BoilerTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
268,MaximumOutletPressure,Pset_BoilerTypeSteam,P_SINGLEVALUE,IFCLABEL
269,NominalEfficiencyTable,Pset_BoilerTypeSteam,P_TABLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
270,HeatOutput,Pset_BoilerTypeSteam,P_TABLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
271,NominalEfficiency,Pset_BoilerTypeWater,P_TABLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
272,HeatOutput,Pset_BoilerTypeWater,P_TABLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
273,BoreholeState,Pset_BoreholeCommon,P_ENUMERATEDVALUE,IFCLABEL
274,CapDepth,Pset_BoreholeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
275,CapMaterial,Pset_BoreholeCommon,P_SINGLEVALUE,IFCLABEL
276,FillingDepth,Pset_BoreholeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
277,FillingMaterial,Pset_BoreholeCommon,P_SINGLEVALUE,IFCLABEL
278,GroundwaterDepth,Pset_BoreholeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
279,LiningMaterial,Pset_BoreholeCommon,P_SINGLEVALUE,IFCLABEL
280,LiningThickness,Pset_BoreholeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
281,SpreadingRate,Pset_BoundedCourseCommon,P_SINGLEVALUE,IFCNUMERICMEASURE
282,StructuralStyle,Pset_BreakwaterCommon,P_SINGLEVALUE,IFCLABEL
283,Elevation,Pset_BreakwaterCommon,P_SINGLEVALUE,IFCLENGTHMEASURE
284,StructureIndicator,Pset_BridgeCommon,P_ENUMERATEDVALUE,IFCLABEL
285,Reference,Pset_BuildingCommon,P_SINGLEVALUE,IFCIDENTIFIER
286,BuildingID,Pset_BuildingCommon,P_SINGLEVALUE,IFCIDENTIFIER
287,IsPermanentID,Pset_BuildingCommon,P_SINGLEVALUE,IFCBOOLEAN
288,ConstructionMethod,Pset_BuildingCommon,P_SINGLEVALUE,IFCLABEL
289,FireProtectionClass,Pset_BuildingCommon,P_SINGLEVALUE,IFCLABEL
290,SprinklerProtection,Pset_BuildingCommon,P_SINGLEVALUE,IFCBOOLEAN
291,SprinklerProtectionAutomatic,Pset_BuildingCommon,P_SINGLEVALUE,IFCBOOLEAN
292,OccupancyType,Pset_BuildingCommon,P_SINGLEVALUE,IFCLABEL
293,GrossPlannedArea,Pset_BuildingCommon,P_SINGLEVALUE,IFCAREAMEASURE
294,NetPlannedArea,Pset_BuildingCommon,P_SINGLEVALUE,IFCAREAMEASURE
295,NumberOfStoreys,Pset_BuildingCommon,P_SINGLEVALUE,IFCCOUNTMEASURE
296,YearOfConstruction,Pset_BuildingCommon,P_SINGLEVALUE,IFCLABEL
297,YearOfLastRefurbishment,Pset_BuildingCommon,P_SINGLEVALUE,IFCLABEL
298,IsLandmarked,Pset_BuildingCommon,P_SINGLEVALUE,IFCLOGICAL
299,ElevationOfRefHeight,Pset_BuildingCommon,P_SINGLEVALUE,IFCLENGTHMEASURE
300,ElevationOfTerrain,Pset_BuildingCommon,P_SINGLEVALUE,IFCLENGTHMEASURE
301,Reference,Pset_BuildingElementProxyCommon,P_SINGLEVALUE,IFCIDENTIFIER
302,Status,Pset_BuildingElementProxyCommon,P_ENUMERATEDVALUE,IFCLABEL
303,IsExternal,Pset_BuildingElementProxyCommon,P_SINGLEVALUE,IFCBOOLEAN
304,ThermalTransmittance,Pset_BuildingElementProxyCommon,P_SINGLEVALUE,IFCTHERMALTRANSMITTANCEMEASURE
305,LoadBearing,Pset_BuildingElementProxyCommon,P_SINGLEVALUE,IFCBOOLEAN
306,FireRating,Pset_BuildingElementProxyCommon,P_SINGLEVALUE,IFCLABEL
307,Reference,Pset_BuildingStoreyCommon,P_SINGLEVALUE,IFCIDENTIFIER
308,EntranceLevel,Pset_BuildingStoreyCommon,P_SINGLEVALUE,IFCBOOLEAN
309,AboveGround,Pset_BuildingStoreyCommon,P_SINGLEVALUE,IFCLOGICAL
310,SprinklerProtection,Pset_BuildingStoreyCommon,P_SINGLEVALUE,IFCBOOLEAN
311,SprinklerProtectionAutomatic,Pset_BuildingStoreyCommon,P_SINGLEVALUE,IFCBOOLEAN
312,LoadBearingCapacity,Pset_BuildingStoreyCommon,P_SINGLEVALUE,IFCPLANARFORCEMEASURE
313,GrossPlannedArea,Pset_BuildingStoreyCommon,P_SINGLEVALUE,IFCAREAMEASURE
314,NetPlannedArea,Pset_BuildingStoreyCommon,P_SINGLEVALUE,IFCAREAMEASURE
315,ElevationOfSSLRelative,Pset_BuildingStoreyCommon,P_SINGLEVALUE,IFCLENGTHMEASURE
316,ElevationOfFFLRelative,Pset_BuildingStoreyCommon,P_SINGLEVALUE,IFCLENGTHMEASURE
317,Reference,Pset_BuildingSystemCommon,P_SINGLEVALUE,IFCIDENTIFIER
318,MarketCategory,Pset_BuildingUse,P_SINGLEVALUE,IFCLABEL
319,MarketSubCategory,Pset_BuildingUse,P_SINGLEVALUE,IFCLABEL
320,PlanningControlStatus,Pset_BuildingUse,P_SINGLEVALUE,IFCLABEL
321,NarrativeText,Pset_BuildingUse,P_SINGLEVALUE,IFCTEXT
322,VacancyRateInCategoryNow,Pset_BuildingUse,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
323,TenureModesAvailableNow,Pset_BuildingUse,P_LISTVALUE,IFCLABEL
324,MarketSubCategoriesAvailableNow,Pset_BuildingUse,P_LISTVALUE,IFCLABEL
325,RentalRatesInCategoryNow,Pset_BuildingUse,P_BOUNDEDVALUE,IFCMONETARYMEASURE
326,VacancyRateInCategoryFuture,Pset_BuildingUse,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
327,TenureModesAvailableFuture,Pset_BuildingUse,P_LISTVALUE,IFCLABEL
328,MarketSubCategoriesAvailableFuture,Pset_BuildingUse,P_LISTVALUE,IFCLABEL
329,RentalRatesInCategoryFuture,Pset_BuildingUse,P_BOUNDEDVALUE,IFCMONETARYMEASURE
330,MarketCategory,Pset_BuildingUseAdjacent,P_SINGLEVALUE,IFCLABEL
331,MarketSubCategory,Pset_BuildingUseAdjacent,P_SINGLEVALUE,IFCLABEL
332,PlanningControlStatus,Pset_BuildingUseAdjacent,P_SINGLEVALUE,IFCLABEL
333,NarrativeText,Pset_BuildingUseAdjacent,P_SINGLEVALUE,IFCTEXT
334,LineID,Pset_BuiltSystemRailwayLine,P_SINGLEVALUE,IFCIDENTIFIER
335,IsElectrified,Pset_BuiltSystemRailwayLine,P_SINGLEVALUE,IFCBOOLEAN
336,LineCharacteristic,Pset_BuiltSystemRailwayLine,P_ENUMERATEDVALUE,IFCLABEL
337,TrackID,Pset_BuiltSystemRailwayTrack,P_SINGLEVALUE,IFCIDENTIFIER
338,TrackNumber,Pset_BuiltSystemRailwayTrack,P_SINGLEVALUE,IFCIDENTIFIER
339,TrackUsage,Pset_BuiltSystemRailwayTrack,P_ENUMERATEDVALUE,IFCLABEL
340,TrackCharacteristic,Pset_BuiltSystemRailwayTrack,P_ENUMERATEDVALUE,IFCLABEL
341,Reference,Pset_BurnerTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
342,Status,Pset_BurnerTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
343,EnergySource,Pset_BurnerTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
344,Reference,Pset_CableCarrierFittingTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
345,Status,Pset_CableCarrierFittingTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
346,LadderConfiguration,Pset_CableCarrierSegmentTypeCableLadderSegment,P_SINGLEVALUE,IFCTEXT
347,HasCover,Pset_CableCarrierSegmentTypeCableTraySegment,P_SINGLEVALUE,IFCBOOLEAN
348,NumberOfCompartments,Pset_CableCarrierSegmentTypeCableTrunkingSegment,P_SINGLEVALUE,IFCCOUNTMEASURE
349,ACResistance,Pset_CableCarrierSegmentTypeCatenaryWire,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
350,UltimateTensileStrength,Pset_CableCarrierSegmentTypeCatenaryWire,P_SINGLEVALUE,IFCFORCEMEASURE
351,CatenaryWireType,Pset_CableCarrierSegmentTypeCatenaryWire,P_SINGLEVALUE,IFCLABEL
352,ThermalExpansionCoefficient,Pset_CableCarrierSegmentTypeCatenaryWire,P_SINGLEVALUE,IFCTHERMALEXPANSIONCOEFFICIENTMEASURE
353,CurrentCarryingCapacity,Pset_CableCarrierSegmentTypeCatenaryWire,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
354,DCResistance,Pset_CableCarrierSegmentTypeCatenaryWire,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
355,LayRatio,Pset_CableCarrierSegmentTypeCatenaryWire,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
356,MassPerLength,Pset_CableCarrierSegmentTypeCatenaryWire,P_SINGLEVALUE,IFCMASSPERLENGTHMEASURE
357,MechanicalTension,Pset_CableCarrierSegmentTypeCatenaryWire,P_SINGLEVALUE,IFCFORCEMEASURE
358,PhysicalDescriptionReference,Pset_CableCarrierSegmentTypeCatenaryWire,P_REFERENCEVALUE,IFCEXTERNALREFERENCE
359,StrandingMethod,Pset_CableCarrierSegmentTypeCatenaryWire,P_SINGLEVALUE,IFCLABEL
360,TensileStrength,Pset_CableCarrierSegmentTypeCatenaryWire,P_SINGLEVALUE,IFCPRESSUREMEASURE
361,YoungModulus,Pset_CableCarrierSegmentTypeCatenaryWire,P_SINGLEVALUE,IFCMODULUSOFELASTICITYMEASURE
362,Reference,Pset_CableCarrierSegmentTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
363,Status,Pset_CableCarrierSegmentTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
364,NominalWidth,Pset_CableCarrierSegmentTypeConduitSegment,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
365,NominalHeight,Pset_CableCarrierSegmentTypeConduitSegment,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
366,ConduitShapeType,Pset_CableCarrierSegmentTypeConduitSegment,P_ENUMERATEDVALUE,IFCLABEL
367,IsRigid,Pset_CableCarrierSegmentTypeConduitSegment,P_SINGLEVALUE,IFCBOOLEAN
368,NominalDiameter,Pset_CableCarrierSegmentTypeConduitSegment,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
369,CurrentCarryingCapacity,Pset_CableCarrierSegmentTypeDropper,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
370,TensileStrength,Pset_CableCarrierSegmentTypeDropper,P_SINGLEVALUE,IFCPRESSUREMEASURE
371,AssemblyInstruction,Pset_CableCarrierSegmentTypeDropper,P_REFERENCEVALUE,IFCEXTERNALREFERENCE
372,IsRigid,Pset_CableCarrierSegmentTypeDropper,P_SINGLEVALUE,IFCBOOLEAN
373,UltimateTensileStrength,Pset_CableCarrierSegmentTypeDropper,P_SINGLEVALUE,IFCFORCEMEASURE
374,IsAdjustable,Pset_CableCarrierSegmentTypeDropper,P_SINGLEVALUE,IFCBOOLEAN
375,IsCurrentCarrying,Pset_CableCarrierSegmentTypeDropper,P_SINGLEVALUE,IFCBOOLEAN
376,NominalLoad,Pset_CableCarrierSegmentTypeDropper,P_SINGLEVALUE,IFCFORCEMEASURE
377,Reference,Pset_CableFittingTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
378,Status,Pset_CableFittingTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
379,GroundResistance,Pset_CableFittingTypeExit,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
380,NumberOfTubes,Pset_CableFittingTypeFanout,P_SINGLEVALUE,IFCCOUNTMEASURE
381,TubeDiameter,Pset_CableFittingTypeFanout,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
382,ConnectorAColour,Pset_CableSegmentConnector,P_SINGLEVALUE,IFCLABEL
383,ConnectorBColour,Pset_CableSegmentConnector,P_SINGLEVALUE,IFCLABEL
384,ConnectorAType,Pset_CableSegmentConnector,P_SINGLEVALUE,IFCLABEL
385,ConnectorBType,Pset_CableSegmentConnector,P_SINGLEVALUE,IFCLABEL
386,ConnectorAGender,Pset_CableSegmentConnector,P_ENUMERATEDVALUE,IFCLABEL
387,ConnectorBGender,Pset_CableSegmentConnector,P_ENUMERATEDVALUE,IFCLABEL
388,InUse,Pset_CableSegmentOccurenceFiberSegment,P_SINGLEVALUE,IFCBOOLEAN
389,DesignAmbientTemperature,Pset_CableSegmentOccurrence,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
390,UserCorrectionFactor,Pset_CableSegmentOccurrence,P_SINGLEVALUE,IFCREAL
391,NumberOfParallelCircuits,Pset_CableSegmentOccurrence,P_SINGLEVALUE,IFCCOUNTMEASURE
392,InstallationMethod,Pset_CableSegmentOccurrence,P_SINGLEVALUE,IFCLABEL
393,InstallationMethodFlagEnum,Pset_CableSegmentOccurrence,P_ENUMERATEDVALUE,IFCLABEL
394,DistanceBetweenParallelCircuits,Pset_CableSegmentOccurrence,P_SINGLEVALUE,IFCLENGTHMEASURE
395,SoilConductivity,Pset_CableSegmentOccurrence,P_SINGLEVALUE,IFCTHERMALCONDUCTIVITYMEASURE
396,CarrierStackNumber,Pset_CableSegmentOccurrence,P_SINGLEVALUE,IFCINTEGER
397,MountingMethod,Pset_CableSegmentOccurrence,P_ENUMERATEDVALUE,IFCLABEL
398,IsHorizontalCable,Pset_CableSegmentOccurrence,P_SINGLEVALUE,IFCBOOLEAN
399,IsMountedFlatCable,Pset_CableSegmentOccurrence,P_SINGLEVALUE,IFCBOOLEAN
400,CurrentCarryingCapacity,Pset_CableSegmentOccurrence,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
401,MaximumCableLength,Pset_CableSegmentOccurrence,P_SINGLEVALUE,IFCLENGTHMEASURE
402,PowerLoss,Pset_CableSegmentOccurrence,P_SINGLEVALUE,IFCPOWERMEASURE
403,SequentialCode,Pset_CableSegmentOccurrence,P_SINGLEVALUE,IFCLABEL
404,IsHorizontalBusbar,Pset_CableSegmentTypeBusBarSegment,P_SINGLEVALUE,IFCBOOLEAN
405,NominalCurrent,Pset_CableSegmentTypeBusBarSegment,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
406,UltimateTensileStrength,Pset_CableSegmentTypeBusBarSegment,P_SINGLEVALUE,IFCFORCEMEASURE
407,ACResistance,Pset_CableSegmentTypeBusBarSegment,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
408,ThermalExpansionCoefficient,Pset_CableSegmentTypeBusBarSegment,P_SINGLEVALUE,IFCTHERMALEXPANSIONCOEFFICIENTMEASURE
409,CurrentCarryingCapacity,Pset_CableSegmentTypeBusBarSegment,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
410,DCResistance,Pset_CableSegmentTypeBusBarSegment,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
411,MassPerLength,Pset_CableSegmentTypeBusBarSegment,P_SINGLEVALUE,IFCMASSPERLENGTHMEASURE
412,TensileStrength,Pset_CableSegmentTypeBusBarSegment,P_SINGLEVALUE,IFCPRESSUREMEASURE
413,YoungModulus,Pset_CableSegmentTypeBusBarSegment,P_SINGLEVALUE,IFCMODULUSOFELASTICITYMEASURE
414,CrossSectionalArea,Pset_CableSegmentTypeBusBarSegment,P_SINGLEVALUE,IFCAREAMEASURE
415,InsulationMethod,Pset_CableSegmentTypeBusBarSegment,P_ENUMERATEDVALUE,IFCLABEL
416,OverallDiameter,Pset_CableSegmentTypeBusBarSegment,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
417,OperationalTemperatureRange,Pset_CableSegmentTypeBusBarSegment,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
418,RatedVoltage,Pset_CableSegmentTypeBusBarSegment,P_BOUNDEDVALUE,IFCELECTRICVOLTAGEMEASURE
419,Standard,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCLABEL
420,NumberOfCores,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCCOUNTMEASURE
421,OverallDiameter,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
422,RatedTemperature,Pset_CableSegmentTypeCableSegment,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
423,ScreenDiameter,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
424,HasProtectiveEarth,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCBOOLEAN
425,MaximumOperatingTemperature,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
426,MaximumShortCircuitTemperature,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
427,SpecialConstruction,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCLABEL
428,Weight,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCMASSMEASURE
429,SelfExtinguishing60332_1,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCBOOLEAN
430,SelfExtinguishing60332_3,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCBOOLEAN
431,HalogenProof,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCBOOLEAN
432,FunctionReliable,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCBOOLEAN
433,ACResistance,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
434,CurrentCarryingCapacity,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
435,DCResistance,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
436,MassPerLength,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCMASSPERLENGTHMEASURE
437,MaximumCurrent,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
438,MaximumBendingRadius,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
439,NumberOfWires,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCCOUNTMEASURE
440,InsulationVoltage,Pset_CableSegmentTypeCableSegment,P_SINGLEVALUE,IFCELECTRICVOLTAGEMEASURE
441,RatedVoltage,Pset_CableSegmentTypeCableSegment,P_BOUNDEDVALUE,IFCELECTRICVOLTAGEMEASURE
442,Reference,Pset_CableSegmentTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
443,Status,Pset_CableSegmentTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
444,CrossSectionalArea,Pset_CableSegmentTypeConductorSegment,P_SINGLEVALUE,IFCAREAMEASURE
445,Function,Pset_CableSegmentTypeConductorSegment,P_ENUMERATEDVALUE,IFCLABEL
446,ConductorMaterial,Pset_CableSegmentTypeConductorSegment,P_ENUMERATEDVALUE,IFCLABEL
447,Construction,Pset_CableSegmentTypeConductorSegment,P_ENUMERATEDVALUE,IFCLABEL
448,ConductorShape,Pset_CableSegmentTypeConductorSegment,P_ENUMERATEDVALUE,IFCLABEL
449,NominalCurrent,Pset_CableSegmentTypeConductorSegment,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
450,ACResistance,Pset_CableSegmentTypeConductorSegment,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
451,ThermalExpansionCoefficient,Pset_CableSegmentTypeConductorSegment,P_SINGLEVALUE,IFCTHERMALEXPANSIONCOEFFICIENTMEASURE
452,CurrentCarryingCapacity,Pset_CableSegmentTypeConductorSegment,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
453,UltimateTensileStrength,Pset_CableSegmentTypeConductorSegment,P_SINGLEVALUE,IFCFORCEMEASURE
454,MassPerLength,Pset_CableSegmentTypeConductorSegment,P_SINGLEVALUE,IFCMASSPERLENGTHMEASURE
455,TensileStrength,Pset_CableSegmentTypeConductorSegment,P_SINGLEVALUE,IFCPRESSUREMEASURE
456,YoungModulus,Pset_CableSegmentTypeConductorSegment,P_SINGLEVALUE,IFCMODULUSOFELASTICITYMEASURE
457,DCResistance,Pset_CableSegmentTypeConductorSegment,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
458,OverallDiameter,Pset_CableSegmentTypeConductorSegment,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
459,NumberOfCores,Pset_CableSegmentTypeConductorSegment,P_SINGLEVALUE,IFCCOUNTMEASURE
460,RatedVoltage,Pset_CableSegmentTypeConductorSegment,P_BOUNDEDVALUE,IFCELECTRICVOLTAGEMEASURE
461,ACResistance,Pset_CableSegmentTypeContactWire,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
462,ThermalExpansionCoefficient,Pset_CableSegmentTypeContactWire,P_SINGLEVALUE,IFCTHERMALEXPANSIONCOEFFICIENTMEASURE
463,CurrentCarryingCapacity,Pset_CableSegmentTypeContactWire,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
464,DCResistance,Pset_CableSegmentTypeContactWire,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
465,MassPerLength,Pset_CableSegmentTypeContactWire,P_SINGLEVALUE,IFCMASSPERLENGTHMEASURE
466,YoungModulus,Pset_CableSegmentTypeContactWire,P_SINGLEVALUE,IFCMODULUSOFELASTICITYMEASURE
467,CrossSectionalArea,Pset_CableSegmentTypeContactWire,P_SINGLEVALUE,IFCAREAMEASURE
468,TorsionalStrength,Pset_CableSegmentTypeContactWire,P_SINGLEVALUE,IFCPRESSUREMEASURE
469,TensileStrength,Pset_CableSegmentTypeContactWire,P_SINGLEVALUE,IFCPRESSUREMEASURE
470,OverallDiameter,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
471,RatedVoltage,Pset_CableSegmentTypeCoreSegment,P_BOUNDEDVALUE,IFCELECTRICVOLTAGEMEASURE
472,RatedTemperature,Pset_CableSegmentTypeCoreSegment,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
473,ScreenDiameter,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
474,CoreIdentifier,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCIDENTIFIER
475,SheathColours,Pset_CableSegmentTypeCoreSegment,P_ENUMERATEDVALUE,IFCLABEL
476,Weight,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCMASSMEASURE
477,UltimateTensileStrength,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCFORCEMEASURE
478,SelfExtinguishing60332_1,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCBOOLEAN
479,SelfExtinguishing60332_3,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCBOOLEAN
480,HalogenProof,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCBOOLEAN
481,FunctionReliable,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCBOOLEAN
482,Standard,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCLABEL
483,ThermalExpansionCoefficient,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCTHERMALEXPANSIONCOEFFICIENTMEASURE
484,CurrentCarryingCapacity,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
485,DCResistance,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
486,LayRatio,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
487,MassPerLength,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCMASSPERLENGTHMEASURE
488,TensileStrength,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCPRESSUREMEASURE
489,YoungModulus,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCMODULUSOFELASTICITYMEASURE
490,ACResistance,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
491,StrandingMethod,Pset_CableSegmentTypeCoreSegment,P_SINGLEVALUE,IFCLABEL
492,ResistanceToGround,Pset_CableSegmentTypeEarthingConductor,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
493,FiberColour,Pset_CableSegmentTypeFiberSegment,P_ENUMERATEDVALUE,IFCLABEL
494,HasTightJacket,Pset_CableSegmentTypeFiberSegment,P_SINGLEVALUE,IFCBOOLEAN
495,FiberType,Pset_CableSegmentTypeFiberSegment,P_ENUMERATEDVALUE,IFCLABEL
496,FiberTubeColour,Pset_CableSegmentTypeFiberTubeSegment,P_ENUMERATEDVALUE,IFCLABEL
497,NumberOfFibers,Pset_CableSegmentTypeFiberTubeSegment,P_SINGLEVALUE,IFCCOUNTMEASURE
498,NumberOfFibers,Pset_CableSegmentTypeOpticalCableSegment,P_SINGLEVALUE,IFCCOUNTMEASURE
499,OpticalCableStructure,Pset_CableSegmentTypeOpticalCableSegment,P_ENUMERATEDVALUE,IFCLABEL
500,NumberOfMultiModeFibers,Pset_CableSegmentTypeOpticalCableSegment,P_SINGLEVALUE,IFCCOUNTMEASURE
501,NumberOfSingleModeFibers,Pset_CableSegmentTypeOpticalCableSegment,P_SINGLEVALUE,IFCCOUNTMEASURE
502,NumberOfTubes,Pset_CableSegmentTypeOpticalCableSegment,P_SINGLEVALUE,IFCCOUNTMEASURE
503,FiberMode,Pset_CableSegmentTypeOpticalCableSegment,P_ENUMERATEDVALUE,IFCLABEL
504,AssemblyInstruction,Pset_CableSegmentTypeStitchWire,P_REFERENCEVALUE,IFCEXTERNALREFERENCE
505,NominalLength,Pset_CableSegmentTypeStitchWire,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
506,MechanicalTension,Pset_CableSegmentTypeStitchWire,P_SINGLEVALUE,IFCFORCEMEASURE
507,UltimateTensileStrength,Pset_CableSegmentTypeStitchWire,P_SINGLEVALUE,IFCFORCEMEASURE
508,TensileStrength,Pset_CableSegmentTypeStitchWire,P_SINGLEVALUE,IFCPRESSUREMEASURE
509,CharacteristicImpedance,Pset_CableSegmentTypeWirePairSegment,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
510,ConductorDiameter,Pset_CableSegmentTypeWirePairSegment,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
511,CoreConductorDiameter,Pset_CableSegmentTypeWirePairSegment,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
512,JacketColour,Pset_CableSegmentTypeWirePairSegment,P_SINGLEVALUE,IFCLABEL
513,ShieldConductorDiameter,Pset_CableSegmentTypeWirePairSegment,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
